;Municipalitynumber;Municipality;Size;Residents;Buildingprice;Grasslandprice
2243;50612.0;Maria Alm am Steinernen Meer;125.57;2216.0;252.98;6.39
2244;50613.0;Mittersill;132.11;5492.0;154.0;9.97
2245;50614.0;Neukirchen am Großvenediger;166.08;2584.0;129.38;11.38
2246;50615.0;Niedernsill;57.48;2732.0;160.31;10.31
2247;50616.0;Piesendorf;50.96;3804.0;212.5;12.78
2248;50617.0;Rauris;253.49;3026.0;125.84;7.97
2249;50618.0;Saalbach-Hinterglemm;125.62;2816.0;386.88;8.94
2250;50619.0;Saalfelden am Steinernen Meer;118.55;16713.0;200.78;9.51
2251;50620.0;Sankt Martin bei Lofer;63.63;1181.0;120.19;8.37
2252;50621.0;Stuhlfelden;29.64;1585.0;129.48;14.07
2253;50622.0;Taxenbach;88.37;2704.0;116.02;3.9
2254;50623.0;Unken;108.97;1909.0;125.0;4.53
2255;50624.0;Uttendorf;167.86;3037.0;162.38;5.84
2256;50625.0;Viehhofen;38.65;6060.0;281.64;5.12
2257;50626.0;Wald im Pinzgau;69.33;1122.0;190.0;6.88
2258;50627.0;Weißbach bei Lofer;69.62;4090.0;76.11;12.98
2259;50628.0;Zell am See;55.15;9841.0;330.86;12.24
2260;32501.0;Allentsteig;71.66;1779.0;64.3;6.17
2261;32502.0;Arbesbach;55.1;161.0;56.75;7.08
2262;32503.0;Bärnkopf;47.61;3510.0;;9.13
2263;32504.0;Echsenbach;23.11;1271.0;39.35;7.1
2264;32505.0;Göpfritz an der Wild;60.73;1816.0;27.45;2.0
2265;32506.0;Grafenschlag;34.17;8530.0;74.78;2.3
2266;32508.0;Groß Gerungs;105.84;4449.0;27.13;2.13
2267;32509.0;Großgöttfritz;40.08;138.0;43.0;2.04
2268;32511.0;Gutenbrunn;27.37;5210.0;26.72;12.34
2269;32514.0;Kirchschlag;29.26;6210.0;;2.04
2270;32515.0;Kottes-Purk;58.5;1459.0;;1.86
2271;32516.0;Langschlag;61.15;1736.0;;1.56
2272;32517.0;Martinsberg;33.76;1102.0;26.9;3.25
2273;32518.0;Ottenschlag;26.13;9950.0;29.22;10.87
2274;32519.0;Altmelon;38.33;8440.0;;6.01
2275;32520.0;Pölla;104.3;9230.0;35.42;2.2
2276;32521.0;Rappottenstein;65.76;1724.0;25.0;3.62
2277;32522.0;Sallingberg;51.65;1264.0;81.63;1.81
2278;32523.0;Schönbach;34.8;7800.0;47.68;2.08
2279;32524.0;Schwarzenau;28.25;1522.0;40.87;7.52
2280;32525.0;Schweiggers;58.57;2007.0;27.8;2.33
2281;32528.0;Bad Traunstein;47.48;1008.0;45.29;3.58
2282;32529.0;Waldhausen;39.76;1218.0;98.7;2.47
2283;32530.0;Zwettl-Niederösterreich;256.25;10789.0;59.34;2.3
